ID,Is_Lead
OE3AWGR7,0.17751293
IXPZXZOJ,0.051713094
I6ZCHYGD,0.294579
N3PZSNRN,0.07699013
CGVQ3HT7,0.042782467
TFITDYTV,0.32417703
XPONNBSZ,0.07870248
5KZRUTQQ,0.15159993
TBBAXFTK,0.066262856
9N9QYDEY,0.3204456
H7HNVFYM,0.31963834
TMAPUAN3,0.19285871
S8EY7TBY,0.056489903
HMQQSU2K,0.35663313
MRXFNF2R,0.15931709
HTSNTAUF,0.07035356
6TUHVWS2,0.019257007
EIPFRTKO,0.02666853
HTCND8X7,0.07545073
4ZXVGBU5,0.088298336
ZOMDR4ZT,0.37460166
IBS9YO4T,0.06978233
ZBVWUSXU,0.061421085
LXJSTRJG,0.16247676
DABWD26F,0.2032246
RXMULW5W,0.2313918
ZBPF8ADA,0.22312085
U9AGG8UJ,0.45880204
59KW9U9D,0.20864572
DRT2RKJQ,0.40587372
JA2FKJ5R,0.09080012
VCEPA33S,0.024777273
CJHD2BFP,0.3917718
DVUY5G8C,0.20183912
C5FTPASJ,0.010461586
MENUPZ7H,0.56015664
QZYTFGCV,0.44354787
M2BV8UCB,0.031936765
MSXLVXRQ,0.5455624
TWFJPEKL,0.56813425
NQXFUFZX,0.059408955
QRONVGVG,0.081773356
BUWR3SOS,0.024659608
G54JP355,0.24790895
WYHOIQEY,0.35718042
MVZE42KD,0.04778487
CJV7TJKB,0.22484474
VYCFNCRT,0.3155634
HYESNVCR,0.08047133
LXCCYNWQ,0.10653373
8XZZIAJO,0.21719609
LE5JHVK4,0.028798254
EQPYUZME,0.055696197
H4M64ZHM,0.42311087
HTUOSDAX,0.09637117
84BRPFBZ,0.049290355
2KKV6FMV,0.20871674
UEIT2BVV,0.078419335
CTLUHH52,0.30426672
YB7RA9MU,0.02531159
CCQAN6NM,0.08109329
Z7B6NFAB,0.4818909
MW5O7TDX,0.074516766
IRPLRKDG,0.09484357
ZPBEFXQZ,0.24057749
3MEWWDYA,0.20470797
IX68R2X6,0.10409371
CGG7SDCN,0.12131329
UYEN7I7N,0.38223746
GDWDNTAG,0.43526345
XIUWUDCH,0.24578702
Q4REN9IG,0.43204445
T8ZXSHKK,0.032834888
HUHF9CSB,0.3717874
GV6DL5HX,0.43884522
HCQMXHN9,0.1447111
JIXNEVMD,0.054961745
2H7RHFIU,0.10498833
OJHHEDLH,0.1031149
XD6HBHZX,0.5141313
C3QQKKTU,0.2628801
JJPMOWQK,0.02519822
UPLNJQYM,0.21643959
2EATEAFC,0.09047327
UEAVZYQA,0.55699885
RS5C4ICJ,0.16371842
HEMFLKPG,0.13097832
2AKCZRS6,0.24495916
H34K436F,0.077442676
TNVDBHOD,0.19396885
4NRKISVJ,0.046027735
BNXCSIWU,0.33722755
JR2REUMV,0.093933955
8J5TSLRR,0.08363872
AKDDQZQM,0.030468632
VV3QQROR,0.29543817
ZJRMSDPX,0.06726308
3SXKAM4T,0.18639992
YBBCHSXE,0.07101975
JWRFXPDI,0.0821838
7X34KVMY,0.1490668
C9FQYGAE,0.09110709
K6M2QQNB,0.1950136
5JNWGSAU,0.5214322
4RD8NCTV,0.46088204
WIEFBHWM,0.39181116
7R2S7YPK,0.03762948
ORAW8SGM,0.38864318
MAIEMWAM,0.11760898
GSWAWXUQ,0.24557655
WHUPKM9H,0.062135305
8UGZPVBL,0.5897755
AZU3M7TK,0.37787244
5OEWW9HY,0.38452873
KZMF2VXY,0.51857114
UFKNFRZJ,0.16366619
NN8BW4E2,0.27259538
DL7XEU5B,0.11274848
SM2YPSRQ,0.25418612
QGSZBDZF,0.099896125
AAFZPKPU,0.05497398
ET2ENQX3,0.09865166
UULJZRD2,0.12835315
BSQXBCWW,0.29835954
HGEBW3HR,0.48496857
UCPR6NC4,0.43431023
FZOXXZZJ,0.4973988
8LB4NTA9,0.31498563
G3MDAMUQ,0.060510576
GSCCGHKG,0.34892553
9XDF5UEK,0.029594243
WSA4DU2Y,0.038504437
ZYJWF8KI,0.037981622
O5ORJSUZ,0.16021763
FFZNZ3QX,0.08093258
OQWHFMTA,0.2608768
U2BYYURL,0.16130649
SS2ZJA53,0.4628766
ZT5HEIVB,0.036837664
49LSWS7G,0.425798
PNXSJL4N,0.06356109
78XXASDX,0.23122919
CN5QSTED,0.04681619
2FY7NYDV,0.17361927
TZZZZCYD,0.07755717
2LZTXAVK,0.15701334
CVWZGMJE,0.12725243
EFQUXDYX,0.068002604
USHV2LZS,0.4243102
H2WF64WT,0.07534635
OGNN3ABN,0.087461315
JUAK52B6,0.28795263
YVYI52PP,0.99298793
VJ8ONTCW,0.5872792
KX2XEUJG,0.2885141
JQKQABMR,0.5398017
HK4MLP5J,0.32442024
FFPU4AXZ,0.07084452
EVAJYCUN,0.31751576
VXMTLIZI,0.106084004
SSB5SUWP,0.1173526
LXVAN9WP,0.11643187
63BNZNRZ,0.01996756
P9FED8WU,0.09479468
JR7TMTPJ,0.53448755
8K2KXQTR,0.035076562
TTDSBJUO,0.19806646
JKBYO2MA,0.530139
FYMMHXEE,0.27069467
4SRVQHQ2,0.15607144
DGWZZJTL,0.12573896
VULRPSBX,0.2139813
CKHVUNSH,0.0128963655
JNKUWVTM,0.04475215
2TOVOH2U,0.07008571
6C7VXVNZ,0.3208755
KYN8XQVC,0.33964467
GWBPTKPZ,0.9467333
BE9DKWCZ,0.067351304
3FAZBINZ,0.1038104
7NFQF8EX,0.065223955
RGFGCHTH,0.33929497
BURGZUNE,0.027003469
I6JKUEUR,0.28475296
LXUQQ76K,0.18191531
RRYA9BDZ,0.07663223
4ULEMEVI,0.10676185
VUWU7EBP,0.14332369
8TR3FVGV,0.44592685
IKQVD38O,0.09857264
UEUOXYCD,0.30357838
N4FQ29FQ,0.06311891
YGNTBEWT,0.5249171
QRCQMXDG,0.5926695
HHGYJ5KD,0.09223039
UQXLEABD,0.7037965
AWZSFAGX,0.34353635
6CQXZ7YW,0.068187565
PYDVP3ZA,0.179761
KQCGDM5A,0.42979658
V5N3KSJJ,0.6880343
H3UPJQ65,0.07941502
4CKKH7QR,0.2353088
BNFHMBJV,0.052135646
EKFCTFY2,0.14238353
BGGYJ8NT,0.21035363
ERU2ZJTV,0.55846196
QV2WW2Y7,0.10290668
M5NFLNZ8,0.39592516
HY6APQ2Z,0.105259426
6ZQF38KL,0.34458876
BNGTBZTT,0.1589997
6JE8F8JN,0.024780702
FD3XU72E,0.23584703
BXNKXCGY,0.20279804
NPLXHNXA,0.041728593
FMNDBMNQ,0.3939362
FBDXSD2E,0.51045674
GBC34PUJ,0.45414174
7TPIRJZM,0.52948356
GOWTMTGJ,0.22426043
HK3MLZSC,0.07785193
TMWQJLJM,0.6244575
892PQLPJ,0.14694847
DKTBZ5NT,0.42907694
IAU3GBKL,0.054859124
ECQDDYG7,0.14330368
FGGCGVSU,0.32772553
EDBYXD4M,0.0855255
FVZ6RA3U,0.47083503
OYEUT3WX,0.19389762
IAPLM2D9,0.053317305
QYMZB5UG,0.4203412
FYXUZJQC,0.9915451
ZPHWXJT9,0.592671
D7DHHKYA,0.12362389
WBC9AWOS,0.37329072
8ZMVGCDP,0.2597098
BGLN6Y3E,0.21542053
JVWCXH5Q,0.07673561
FVNKUYZ5,0.063451536
4WLQ9MHH,0.4668098
QP2H7EEH,0.02710962
AMSUEMDA,0.057200015
WHY5QXWI,0.123811685
FQY4IWSC,0.32425535
DNCMOSQF,0.2702951
JQPUGYZY,0.25488308
GKJB9KRR,0.052244797
DWWCSWDY,0.55088973
FD6W44QQ,0.46788713
6S3BJWHV,0.30962375
WQPW9TX2,0.38549665
MP2JVV5Q,0.27822268
5XYDEGBS,0.5061907
D9XGEHE8,0.09598646
AGHZYWIM,0.1575753
QKPVXNJA,0.07541268
7ET9SWJR,0.3310299
FCTHHHAP,0.22778262
D6VBVJLS,0.07853601
DN2KTNFP,0.11434517
YZYBHSTE,0.1718638
EM89X9CZ,0.87190115
BSVIXOME,0.058956444
73SBF6GR,0.41230252
GAPZZFTX,0.65465695
RUNSOFUH,0.09096727
TVQNZ8JN,0.50264966
HEKMK5ME,0.45084575
HHM45AZQ,0.16084011
CBQLJVGT,0.99812704
MGYBTZHZ,0.10318745
GTHSXTAC,0.34283635
JM9PZIHX,0.3564603
29AM4EEV,0.22686474
F7EUBK7H,0.04268682
JHWMZPD8,0.20291111
JV9CYWNM,0.15381035
FAS5EEE7,0.13417017
J5MMXTLJ,0.9922395
EAKFZJ8V,0.07454977
47PNVQNE,0.063728474
N7CV3DSG,0.5931813
USDZCMPY,0.02616694
S94JMEYG,0.014902828
O9ETEFGV,0.26807848
PJHUC8TM,0.06702519
ATYWLKDK,0.39671782
CIUC3FW6,0.051451106
D9AG6S8I,0.31019083
IATHCW3S,0.10388578
5BVVFIOQ,0.025077136
JYLJIUYJ,0.01744327
WAW7JZII,0.849556
H4PY9M7H,0.17729026
FHNUYGLY,0.37774444
BP9BJHZF,0.022320826
9CGFNUNK,0.058169216
NSMDKTCZ,0.4989716
GLT8CGPL,0.08087516
JSHTRMND,0.13070135
JVZMWH7M,0.4872707
CNWGYW2B,0.11723211
GO6LXIWE,0.09048836
URKWGEES,0.61663693
ZZPV5AYA,0.2295053
WFURG3HZ,0.64204
FU6XYDHW,0.07195469
4RHT4KSE,0.05853027
7KM2CNSD,0.99181575
WE26PRXY,0.17802952
PERIRTNM,0.024743468
UP3FWCBH,0.39819017
ZZPIFBYQ,0.18648814
HZONLGP2,0.54904747
DBNSSRFN,0.24642229
NVNNGSJR,0.066649616
RIPBBOON,0.18284735
FT4OF3CR,0.51577264
6FNANMH5,0.5977001
RKVNOGK2,0.04273261
UQYZXEKU,0.10441252
ZAEPYEWK,0.07298769
M73XZKWP,0.02743468
ESBWCLNX,0.19909483
EY8L9CDG,0.030030526
9BVHMEVJ,0.051521055
HL8F9UXB,0.08074876
F7NVKPQH,0.29798687
EE5KME35,0.2866774
J9AAFBJG,0.24115308
QHKO5VMG,0.06984818
RKBUBENK,0.072526194
TT39HMUR,0.126614
PHVEFSQT,0.06302882
WVZDZNUB,0.7275522
JH26GHXA,0.4745494
2HPKK6WH,0.9893448
YXR3RZE2,0.49859503
BKEKCMPZ,0.07264715
PWFCQXMT,0.13937312
2FVHZKJL,0.11173359
ZPSHJ7MD,0.1221217
MVOW9DCL,0.20839413
RB3PXR7W,0.05384821
8223CSUW,0.2416316
RUPVVON9,0.21041931
5GTRE9IW,0.0891997
JCUPBQOQ,0.21703061
LXMAOO2R,0.21232003
RVDC2NR7,0.086496994
SVGL6LC2,0.2852295
4PNDWBFF,0.7347625
O9SDIKR3,0.16588946
V8SSHC6W,0.2825356
JZ25GXQQ,0.15519199
CV4V2LRC,0.11768403
QPZGHKSF,0.17821628
SJBAUACQ,0.13905866
NUGJ8GIZ,0.21842198
W6HGG9PT,0.9945241
HFPJFBVC,0.072237745
X9H3TCHX,0.3679891
B7AD285A,0.021553291
Y4FJBZGJ,0.57878524
O3THCJVQ,0.17323123
YAACRWF9,0.14781669
HD3JHNXB,0.031002764
BGWQRIBQ,0.07367061
NBNUJ6AR,0.3029285
B3ESOGND,0.046683263
GAUJWH9E,0.058351487
TZLCHRMN,0.57300067
ADHKPWGD,0.11382606
MZQXBBIZ,0.99486357
AUTXJFPJ,0.04193749
NCTKF6T9,0.08141259
XPXAAGVO,0.4878534
JUOCRYGB,0.1606138
YBNDSYY7,0.47933424
UHDNHQNN,0.24497476
WJG8EUBU,0.3047396
44SEDBQM,0.20400189
AZOD6XCD,0.19271608
84XUO8JZ,0.20699269
EUEKT2US,0.16280548
LLTO25IC,0.1501442
2YJXSJOM,0.065214396
Q9PS6L3T,0.36281163
7XHQFZJU,0.35211736
EEYNJ3AB,0.28487244
VYQ7BEB7,0.4585997
FHXOJDLE,0.37426895
RHKYXGA3,0.32157525
KXCETEZW,0.045910735
PBRQJUDX,0.43408456
FNCJH6GW,0.07026227
PTGCHUTP,0.14263274
8TZP2TU2,0.44235837
FSNSWRKJ,0.17890412
3TPDYZDI,0.13205567
P3Q3IF2I,0.08856121
BRFG4DUN,0.6296479
2UULTIKK,0.58953184
VB3AMGAI,0.1295589
TSUKRQSF,0.34371313
EQNX6G2E,0.54366076
JQLNXWTR,0.0383061
RAHPJTVM,0.9145321
KQPC9WDH,0.5936211
QZXABLWD,0.26364127
OWJAVUPX,0.06348992
4C8HDTEF,0.100603275
JFWWZYQN,0.09306823
KD2MQJAO,0.07248371
EYWENYKD,0.41213802
MSIR5N6N,0.036277402
MVCC3MQ7,0.079711065
YQAVSF93,0.15375952
84JW2RYU,0.2783566
XWHEPYLF,0.024766354
CFABIQSZ,0.15414323
DWEIDG9N,0.5196395
FQ8LNSC7,0.2858
UTUM9XIT,0.07897582
JNVWQV2V,0.20235795
GWFTVKPF,0.10417625
3EGPITNL,0.21072108
2B8X7GHK,0.17117853
VMWVZAJG,0.0816787
Z7XJMHNC,0.06885641
LQSUXEEU,0.06163963
2T5NHJJS,0.22008899
A33HCXMX,0.15864672
LA6ZQCM8,0.057031456
NWOZYC47,0.06725248
C42GAZYD,0.072409876
MVNHGCWV,0.086039074
FCUW3B6R,0.45136845
APCZQKCZ,0.32177037
3QDXIZT3,0.5561546
IRBHGH9U,0.043369666
MERQJQRE,0.1126007
JJRWXKGR,0.19586115
6VW8T9TI,0.14934671
ZJM59AFK,0.25259045
UKTJWIZU,0.006654196
DOHIQ6ST,0.04736354
QZIB2VD5,0.13966359
BYPVVWT3,0.42155695
SBIAX5NK,0.15334858
KMADQPWK,0.3735894
KEHMWJON,0.8165738
EYZOHF6M,0.4315217
KGJRETVS,0.44498324
TZYGCSTR,0.5647644
ITA2PGUW,0.1182916
FF5YG7Q4,0.29732153
JMJQKKHG,0.18082924
QGTFKDQU,0.044188056
TR3DMKPS,0.025639193
4YDGSHNT,0.050750807
VH3YBJZ3,0.057822756
6HWYCII9,0.18015699
EQNCUNFX,0.060063735
C4TENJHT,0.02889587
WTEEM3LU,0.19649807
RGGXK9OL,0.28480285
BKNB4SOV,0.24385211
SRLUIACI,0.2049918
GIVKVYTY,0.24299212
GEWVXPJY,0.12441458
2XNREAEW,0.43508068
IQFEQQT9,0.49648672
MQZDHKAK,0.70005864
A3SPPN8G,0.45096493
SKCQXUWT,0.17169587
STQSRS3T,0.37960896
6D7OWNH6,0.08256223
NRDMEK58,0.054994207
JAQRPDGS,0.04357768
SQUVVYHP,0.088623345
8LCR7RC5,0.050009333
6FGVVQDX,0.57907873
2WDBVUF6,0.05793515
KSK9YR8V,0.479418
QNEYDJYN,0.5760691
JNMZPE6X,0.34504253
TALTVWMQ,0.048735328
9RGKAHEK,0.03316066
GDPCGWBC,0.116593726
27UMQZKY,0.0623743
NUW4RSPU,0.039960843
9STZZY4G,0.11302531
HNTXZ9DP,0.4915873
GFCKNOPT,0.3987275
Z75RJCME,0.13404852
JWNKP9HD,0.12522207
EMFC9VCX,0.103637725
TJ9YQZZQ,0.061916426
FTC9QWFH,0.08455179
NCJTKQRW,0.10801115
9EJOR8RU,0.06366988
GJQGLH6U,0.009208761
6ZA2X7E7,0.7239112
UFHKJTIG,0.083805226
I5AHGF7D,0.12228815
5UVE7J3R,0.2660807
NU52TSZ9,0.2646817
ITKZEPFS,0.4373794
ONMJJJIL,0.4311726
HPYOKR9E,0.12951133
DH2Z7TWH,0.2156255
XNCQXKXA,0.09483207
8ZRMWPOY,0.18024234
7VBGBVKT,0.10615676
HVJGRTME,0.20955501
EWGYLXUU,0.6393414
GQMRUCNV,0.048378147
BWEFINKO,0.23876128
WKQRREOA,0.048280735
7EGOCDBC,0.07215448
5LNTGPG4,0.3818439
9MOJZFM2,0.09548736
JDVJQQEV,0.52400905
HXEEHIHH,0.16510184
7HCS4Q2H,0.06128057
JCV6BFMI,0.06908154
5PXLTWSV,0.06964978
XVA9JBEV,0.506716
KFXUHTTG,0.14262642
DPEUAHRF,0.117010094
GWZA4FTU,0.34876293
NCMA6N9O,0.4230332
LFQ2D3KG,0.17347065
EXDNVT5X,0.21374413
U94QFKVE,0.16792157
VD3A22GY,0.18583363
3N3DCGSS,0.99475974
EV2CZHWM,0.09993723
L8QR8GCX,0.05175988
P2BG3Y7N,0.47064182
WLRIPGJ6,0.0707496
DNQNNVB7,0.1318969
PXCGAXEM,0.3239662
HEV8QTAV,0.5940357
TZWSW6PY,0.077096336
DMMD3FA4,0.027852781
GBVCJQSN,0.16677485
AZOPEGSY,0.1042004
ESBUVBJG,0.33696982
3JRBHSD4,0.55193454
DHBGT5MF,0.097485356
B28NCSWV,0.09826871
LBGNS6FV,0.19976676
HMCVAIDR,0.05310709
35TFDQOT,0.45878556
XYS8VDFD,0.06949978
CCN6E9LK,0.06657233
QKOGXWYY,0.5424315
KECUW4B9,0.26876858
NBRW7HZX,0.29831085
84T6FDUY,0.47841024
GAYDOKMN,0.03898285
AYDIY3ZH,0.19758755
F5BXRPJF,0.5998347
79CW5YNC,0.17644072
PHH5833K,0.36421642
4BNZPA6Q,0.049114484
BJTYGX7Y,0.24209262
6XQCAIEH,0.2606071
4KARMQCG,0.11117772
YUKQOQCI,0.5467153
E6QNWI8N,0.049999595
ARKZMXVJ,0.49298182
VWHXYHI2,0.4118069
ZIED9VWB,0.08214211
HJMLVY4K,0.051892277
ZMPJCFFD,0.48146844
9REXK92V,0.17993386
IDHV4JQC,0.49306872
CSJ3RNNH,0.143895
F6V4V2RC,0.09564318
7BBGRZBB,0.36025554
AGASRNMY,0.13971914
YCMSRLKX,0.12379762
NIK8NNZY,0.40254125
QSQCPSVW,0.12131318
GX6HSEKZ,0.030890265
VBMQ5U7X,0.532013
IFY4BWEH,0.015249051
IWEGJJKA,0.5569856
JUMSRKAZ,0.74476945
QMQASYWQ,0.19714384
AQZQXXT4,0.11189709
FBNUHBS6,0.20664413
K7RKYKDL,0.059557647
3WIKJWDK,0.09287578
JTDK29B5,0.15307777
FZAJX4DK,0.3587048
93UZRXI6,0.24712661
AQURTSK6,0.18283223
HON3NOZJ,0.53091776
9DQ7NJFJ,0.02467514
KGVTRGVK,0.102522425
YKKPREQS,0.21772818
RS2ZPYG6,0.068572216
FGIG4MV4,0.4794122
JAR9LRZO,0.05956952
BPMYSBK2,0.09846558
DCZAS9MZ,0.015968546
KNDP39EV,0.14677846
JF6CYEP9,0.017173683
NGYFMXTM,0.19296151
BYFXG9FC,0.09320393
7DU2DUMK,0.13566492
MDPLGGMC,0.3389603
CJXDX9HK,0.018840494
5TUGRSVX,0.36554033
TACEMVGL,0.08509175
NVHSJBFV,0.14389683
DR29X4TD,0.05322382
MSVTJ9DW,0.30727708
DNNFEWMM,0.053510923
XACK2DKW,0.05248172
7UHWCZDF,0.060920086
DZTW8ODH,0.29169834
H5FEMWTX,0.33756083
F6CAXFVJ,0.384954
J6XWKGNB,0.18443105
4WSBJRAR,0.46920383
9QHK7ZOK,0.5522789
DPZMIKJS,0.3280535
YWSPNEY4,0.99482816
EVQQDDT8,0.56075305
9BXMAUQK,0.06394732
FEKDCA8N,0.22215669
USAQC3ZE,0.2874431
GDPLZ2XZ,0.31806725
ILADVBZU,0.5087102
U5GRTJN9,0.02710738
MBZJZMYS,0.072443195
EGEMPIQH,0.30941555
ETJFPTUC,0.16827767
GHXU7IPR,0.1377481
KPUCZ4HZ,0.10941582
LNAQ6TGQ,0.21416923
EQQKMHXH,0.16141091
IDLHKVH2,0.79632854
CAEH73G6,0.03428929
4KFROSBD,0.25000167
KSZ86X7S,0.1524771
A6M7I7ZP,0.026628394
KOKKMG5W,0.27355155
VJZUSKJZ,0.0772377
MJN75G2F,0.52446574
LDLSVFDP,0.21189584
HD9ESWGR,0.023315666
F9ETVJEB,0.02106761
FTBLKZYH,0.5175877
HIMVTB3M,0.08653085
CZ3GP4FP,0.045676794
TB6SQF8L,0.31591737
9VVX27GU,0.050663333
CGH6D6FA,0.5383343
JHSEDAZ5,0.1881063
BXUCYKOR,0.035670202
MECJRY8V,0.033874273
XEFU7ONX,0.22045395
SX2JIC42,0.07080092
FMNWY5I4,0.08748279
MS4TZSSA,0.5644231
N9KY5Q7X,0.05879222
HK48QHFX,0.28523636
NQNFFHK7,0.21095133
FBXXGCD8,0.2787122
GJUH37HV,0.7296883
MKFW9WRC,0.20567565
YQFZXF2F,0.17569412
7XTR93OZ,0.52096915
AUR7QCDZ,0.054135624
J5RXJFN2,0.26763484
GBMXJM6M,0.09149841
PMSAFUHW,0.10553007
YCYSP3K3,0.28259036
JUGYD82P,0.5562373
ZLE7RBPT,0.26971123
PNMFPJWX,0.15303221
8H3774C9,0.064522825
FBUKTJDC,0.14950155
M5KJCETY,0.028097106
ASXAAZCX,0.024867004
V9TVU4V8,0.2664886
C2O5XTWV,0.30434063
9OADPSVC,0.037745077
BD6LBAK8,0.04183789
KDX7L74Z,0.45013303
METCQPJG,0.5848504
EFGPYDAC,0.05556265
76AAWKYF,0.0408345
JEZCSMAW,0.37456638
94XQQO9E,0.085770585
MFDZ25TY,0.3983455
XJB4QWUG,0.48512298
WUW8YZYC,0.43416515
ZTS7XBXM,0.0845986
FSZPK4FZ,0.97956526
X8ERZTPR,0.2101348
TOFQYSVG,0.22873916
54UWRFKK,0.4596041
GT7F5GES,0.06939054
NHG3EE2J,0.20357117
VEJSOWYY,0.34127232
AE88L7JP,0.18743223
YEZAHTX6,0.030600855
D28AJVF2,0.5489154
UFTN2XHH,0.06207552
4KETJARN,0.22803648
QPLWG2XP,0.1195475
PR4BSRQH,0.107246645
XV7ZEGMU,0.2350192
ERTORPU6,0.078560136
6K2AD8VW,0.22841972
QVXVRWKJ,0.051507253
DUWKOMD6,0.43512854
3RQQA9FD,0.038525555
FAPJV77K,0.066173665
QNKG6ZDA,0.1581821
UZZSA56K,0.22305104
HXBP8K5I,0.28798786
PZBUU343,0.04331883
ARRRW9V5,0.098104216
ZCSDZV8G,0.028271725
3JPHTTTQ,0.18888849
CNAUXD38,0.9967975
NENVHOPB,0.20943153
MQLPHRMB,0.074860275
YRYMTPT4,0.312639
2RQXR4HR,0.32335415
ADSVISMT,0.036692087
EGQQXOBM,0.2970681
MBXZUKCH,0.032455597
NWNB2YOW,0.0723515
3HGMTFUE,0.09815392
YUAJKEJV,0.28813764
49LVP4VI,0.12849137
PWF7BNFB,0.99355423
T2CUBRWI,0.04715017
QGYIQ5V3,0.3726289
MKQZSENJ,0.05907669
X9PUGQMB,0.06244542
ZT97Z5J6,0.30647528
DWRQKRZT,0.26226962
5DWZBMM7,0.67364705
9ZG5YWDE,0.03830848
Z5ENPVMR,0.3726706
JJEUVL95,0.42627996
HJJG4K6R,0.34604704
YU22PVSF,0.15114683
93G4VVGN,0.31089646
RDUMBVPQ,0.037903972
VIUICB3Y,0.14455435
KZKWU38P,0.28084165
Q9B5WB9O,0.064888656
FJPNEQXT,0.6366116
H7BH2U4W,0.16806035
NTHMC3TR,0.3734335
J8DVRHA3,0.0303035
9WRKTGUP,0.06266957
MHVJZBAZ,0.08058422
PXSHEOHA,0.11258878
MFPK6HUJ,0.08096372
EC3JDTEH,0.17970473
RWKUWSXE,0.42503664
MK8QDFFK,0.043587647
NCXFM5GO,0.13548899
AZSTYHFD,0.053003035
UWIPNUS4,0.0947986
KZQJVWDI,0.36940315
N4KC8NRY,0.36680323
ATQANU9Q,0.50804305
YBTRVYBN,0.09461104
DFFDH7X8,0.17304368
2PR2FUID,0.40933695
NPYVZW3Y,0.24239567
2KLJUJNT,0.06791874
G9K2MCGC,0.71989447
JYQSQ4MU,0.023001077
U9ZDZVWY,0.43623996
D3M4SEVK,0.96948963
2ATHFKMN,0.1503105
B29ZPJ37,0.35352767
IBS3YZNE,0.53067136
J9HA99CF,0.07277907
PYBRQZ8J,0.5122941
EXUEUXGR,0.07501686
4L37XSXL,0.4537542
EUWQGXNB,0.029117718
3MNMSKBA,0.08260609
ZZLD6SUY,0.15921062
NGZADPTT,0.09297326
CQZJ9TUE,0.050276518
IXETGAVD,0.15176575
BOCZIHAK,0.21000625
AKW7XJRW,0.46034893
5PW2QWKU,0.1485776
3WEZ6UMJ,0.08749397
3HING8ZO,0.06818582
G4T6QCQD,0.27624777
XGSTFW9A,0.48718378
G4TBDE5B,0.17452148
KKKZBV3M,0.062121205
PTOMA6TK,0.5969101
MD2CZEJD,0.07624536
ANJQJRAY,0.039674003
AX6B59NE,0.080883205
I5YJU5BU,0.027102044
XYXKIHZA,0.47578624
JETNUJVY,0.4000704
GYZJPP2L,0.7497837
NKRMZXXY,0.262582
3JA3JCNQ,0.23523796
KWQEU7SN,0.06925019
E6TGAF5I,0.26610377
SGNKCTX6,0.34441492
HOQHSPTU,0.04450491
KGHYJJZI,0.27463916
WMANVDAX,0.048504356
2VIASMJV,0.03740641
CSTAB4SX,0.034411933
BKGMGFQM,0.08320382
HOCVCOJX,0.19334666
MHHPQ3RN,0.71353906
FMAFXHVY,0.38709912
OJEAKRZN,0.026640447
K2WB32SB,0.08393085
PYBV3RGY,0.06684175
DTCYVXR7,0.34523895
KBUL5FUP,0.16845831
ZCGXFV8V,0.10068577
ANARWXBG,0.29174086
QJ9MIRZW,0.322578
YF4HLFHH,0.043131843
WMWV7UXV,0.556519
JNJ8BXW5,0.28552693
KKHRC3MQ,0.2251338
FAVJGWUN,0.06062522
AIW8JQH9,0.3630615
EO4FT7SL,0.15729606
3UWKPV2Q,0.08882606
EZDAYCPT,0.35698032
DYXKS53C,0.09392529
4XTCTEDA,0.21778578
F8SZ5I9X,0.35288152
WCZ9EPSS,0.40306044
F7JW6VEC,0.11674986
BS84JKKI,0.24197948
WGRMFTFQ,0.50775003
GFQVRF4F,0.24778174
8GWCJMWO,0.42502406
4C7BG8EP,0.84338075
GA39FWPC,0.089338176
BT7UPECZ,0.05378228
PQGRIZFL,0.24261753
GJK7EZEL,0.467461
AKTE8DB7,0.18533015
6UGYCVPN,0.35671964
JMXMPDEI,0.5130241
2SR5DZUM,0.3426139
QQ72PXQP,0.4182685
2MBZU4XH,0.045878857
GQIJYZMD,0.5558651
TECCDBHP,0.37478268
U5SN9DZP,0.464378
HU6AYCUV,0.06093091
VCPCICWS,0.13018562
M3ZNGUYG,0.5572955
XFNANUBU,0.24857427
4Q3WABGQ,0.0973773
ADKHFIKS,0.4352495
9GWN8TU9,0.07194298
XBA63P6D,0.587431
XXWZPKXR,0.042521175
9FFTXARX,0.2286108
KDO9UEUC,0.21620922
YG4UENAB,0.35296994
Z2EOXPAA,0.04856934
YDE2H4N9,0.43459383
GAUPWVCB,0.40559155
A4J2UM3W,0.5537528
TPZROLSJ,0.04184353
DCRO9DTQ,0.033700667
AOLKSDGG,0.07368364
B7UEAQNG,0.05780405
FE5OFKF5,0.18943107
R3C9TVM9,0.026772643
EDHAFQNF,0.56251186
TNFFQYK5,0.8701437
4OD8EZHU,0.335679
RTC4NABA,0.9930657
MVEAPF9Y,0.45968825
XEAHSSVM,0.5431445
NYAUTS8U,0.060917776
HI2XWPU3,0.27953988
RNFCPLBT,0.080289856
UXMVZPTC,0.059582584
ABNMZSFO,0.4432611
AQYUUWZK,0.20313652
XSKE6BT6,0.15049507
BEJ2Q8GL,0.06614493
LTYGMKK3,0.117469735
2MDD6UVG,0.4098394
HEZ8JDBU,0.6004115
UJACK49S,0.14107165
GMRXXMJC,0.23638237
2LBIMFQ9,0.048599962
WECQ5X2C,0.073140144
BTYGJAHK,0.022589948
AZCT9XHV,0.032064807
AAPHNA99,0.029018756
4AEOMOKG,0.3587269
7XJW7TX2,0.056058988
CQQAEBTW,0.18537505
WJMMVSQO,0.060026307
BJ6AXDMB,0.45361382
SGKX8ZUQ,0.081434526
GWQFNYNH,0.48904097
DW9PCH8N,0.44851115
RG8YHHST,0.18647121
YGTVJECR,0.34521303
CIM9WMVU,0.06438921
7EPW7GDU,0.08820241
GPLM2WQP,0.18434332
